id;state;slug;title;short_title;icon;novelty_order;featured_order;teaser_title;teaser_text;detail_title;detail_text;created_at;created_by;updated_at;updated_by;deleted_at;deleted_by;order;seo_text
11;online;adobe-lightroom;Adobe Lightroom;Lightroom;topics/adobe-lightroom.svg;;144;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
12;online;adobe-photoshop;Adobe Photoshop;Photoshop;topics/adobe-photoshop.svg;;1;;;;;02.12.22 08:11;;01.06.23 12:40;5;;;;"Wenn es um professionell bearbeitete Fotos geht, kommst du an Adobe Photoshop nicht vorbei. Die Standardsoftware für die digitale Bildbearbeitung gibt es für macOS- als auch für Windows-Betriebssysteme. In unseren Adobe Photoshop Seminaren lernst du die zahlreichen Funktionen kennen. Du erschließt dir nach und nach programmbezogen die Feinheiten der digitalen Bildbearbeitung. Unsere LIVE-Online-Schulungen führen dich von den Grundlagen des Programms ausgehend durch die Bedienung von Adobe Photoshop. Du lernst, wie du Bilder nachbearbeitest, Farben und Licht korrigierst. Auch fortgeschrittene Techniken der Bildbearbeitung bis hin zur Fotomontage werden vermittelt.

Adobe Photoshop ist eine ganze Produktfamilie, die sich rund um die digitale Bildbearbeitung und -erstellung dreht. Damit niemand gleich zu Anfang überfordert wird, haben wir spezielle Adobe Photoshop Kurse für Anfänger:innen aufgestellt, die dir die Grundlagen der Programme innerhalb der Adobe Photoshop Familie nahebringen. Die Seminare für Fortgeschrittene bauen auf diesem Können auf und erlauben dir, immer weiter ins Detail zu gehen. Wenn du die Grundzüge von Adobe Photoshop beherrschst und mehr lernen willst, bist du hier genau richtig! Lass dich von den Beschreibungen leiten. Sie sagen dir, um welche spezielle Funktionen oder einzelne Programme innerhalb der Adobe Photoshop Familie es im Seminar gehen wird. 

Interessiert dich nur ein bestimmtes Programm innerhalb dieses Komplexes? Dann suche dir das entsprechende Spezial-Training aus. Nicht das dabei, was du suchst? Dann buche ein individuelles Adobe Photoshop Training bei uns. Hier kannst du von Schulungstermin bis hin zu Unterrichtszeiten alles so legen, dass es dir garantiert passt. Und natürlich wirst du dabei immer ganz persönlich betreut. Du bestimmst die Lerninhalte – die Adobe Photoshop Schulung ist für dich maßgeschneidert. Lust bekommen? Buche deine Adobe Photoshop Schulung doch einfach sofort!"
13;online;adobe-photoshop-elements;Adobe Photoshop Elements;Photoshop Elements;topics/adobe-photoshop-elements.svg;;42;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
14;online;c;c;c;topics/c.svg;;0;;;;;02.12.22 08:11;;15.12.22 17:53;;15.12.22 17:53;2;;
15;online;adobe-xd;Adobe XD;XD;topics/adobe-xd.svg;;35;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
16;online;affinity-designer;Affinity Designer;Affinity Designer;topics/affinity-designer.png;1;137;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
17;online;affinity-photo;Affinity Photo;Affinity Photo;topics/affinity-photo.png;2;138;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
18;online;affinity-publisher;Affinity Publisher;Affinity Publisher;topics/affinity-publisher.png;3;139;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
19;online;agiles-projektmanagement;Agiles Projektmanagement;Agile Projekte;topics/agile.svg;4;107;;;;;02.12.22 08:11;;08.02.23 23:26;2;;;;
20;online;ajax;AJAX;AJAX;topics/ajax.svg;;34;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
21;online;android;Android;Android;topics/android.svg;;20;;;;;02.12.22 08:11;;01.06.23 12:48;5;;;;"Android wird dir sicherlich ein Begriff sein. Schließlich ist das von Google entwickelte Betriebssystem bereits auf vielen Geräten installiert. Sowohl Nutzung als auch Aktualisierung sind für dich kostenfrei. Ein weiterer Pluspunkt ist die einfache Bedienung. Da die Geräte zumeist ohne Anleitung geliefert werden, haben wir für dich ein Live-Online-Training entwickelt, das dir alle relevanten Features nahebringt. Ziel ist es, dich zu befähigen, das zeitgemäße Betriebssystem bestmöglich zu nutzen und von jedem noch so kleinen Detail zu profitieren. 


Android Weiterbildung für den Start und für Fortgeschrittene 


Android gilt in der Smartphone- und Tablet-Landschaft inzwischen als Standard und ist entsprechend auf vielen Geräten renommierter Hersteller wie Sony und Samsung zu finden. Unsere Android Schulung setzt sich aus mehreren Schwierigkeitsgraden zusammen. Ist dir das Betriebssystem noch gänzlich neu, so empfehlen wir dir einen Kurs, der speziell für den Einstieg designt wurde. Aufgrund der kontinuierlichen Weiterentwicklung der Oberfläche sowie einzelner Features kommt unsere Android Schulung jedoch auch Fortgeschrittenen zugute. Schließlich bleiben wir in Bezug auf Eigenschaften, Besonderheiten und Performance eines Android Tablets bzw. Smartphones immer auf dem neuesten Stand. 


Von der Einrichtung bis hin zur funktionellen Erweiterung: unser Live-Online-Training für Android 

Um das gesamte Potenzial des innovativen Betriebssystems voll ausschöpfen zu können, musst du sämtliche Android-Funktionen kennen. In unserem Kurs lernst du alles, was du für eine optimale Bedienung und Einrichtung wissen musst. Möchtest du dein Gerät beispielsweise durch das Herunterladen von interessanten Apps aus dem Google-Play-Store um einige essenzielle Funktionen bereichern? Wir zeigen dir, wie es geht. Verliere also keine kostbare Zeit, sondern melde dich noch heute zu unserem gewinnbringenden Android Live-Training an."
22;online;angular;Angular;Angular;topics/angular.svg;;7;;;;;02.12.22 08:11;;01.06.23 12:42;5;;;;"Du interessierst dich für Angular und möchtest deine Kenntnisse vertiefen? Dann sind unsere Schulungen perfekt für dich! Wir bieten eine Vielzahl an Angular Schulungen für den Start und für Fortgeschrittene an. Ob online oder live – wir haben für jedes Lernbedürfnis das passende Angebot.

Aber was ist Angular überhaupt? Angular ist ein Open-Source JavaScript-Framework, das von Google entwickelt wurde und vor allem für die Entwicklung von Single-Page-Web-Anwendungen verwendet wird. Es bietet viele Möglichkeiten, um moderne und benutzerfreundliche Web-Anwendungen zu erstellen und ist daher sehr beliebt in der Webentwicklung.

Unsere Angular Schulungen sind für alle geeignet, die sich für das Framework interessieren und ihre Kenntnisse vertiefen möchten. Du kannst zwischen Live-Online-Training oder Präsenzschulungen wähle – je nachdem, was dir besser passt. Sollte das für dich passende Angebot nicht dabei sein, hast du auch die Möglichkeit, eine individuelle Schulung bei uns zu buchen. Hierbei kannst du den Schulungstermin, die Dauer und die Unterrichtszeiten nach deinen persönlichen Bedürfnissen festlegen und erhältst eine individuelle Betreuung durch unser Trainingspersonal. 

Die Vorteile einer individuellen Angular Schulung sind vielfältig: Du kannst selbstständig den Schulungstermin, die Dauer und die Unterrichtszeiten so festlegen. So, wie du es brauchst. Bei einer individuellen Schulung hast du eine 100-prozentig persönliche Betreuung. Du kannst die Lerninhalte genau nach deinen Wünschen und Bedürfnissen zusammenstellen und dich gezielt auf deine eigenen Schwerpunkte konzentrieren. Du lernst Neues und vertiefst deine vorhandenen Kenntnisse. 

Wenn du dich für eine Angular Schulung bei uns interessierst, melde dich einfach bei uns. Wir besprechen gemeinsam, wie wir deine Lernziele am besten erreichen können. Keine Zeit mehr verlieren und loslegen? Melde dich jetzt bei uns und starte deine Angular Weiterbildung."
23;online;apple-keynote;Apple Keynote;Keynote;topics/apple-keynote.svg;;130;;;;;02.12.22 08:11;;08.02.23 23:42;2;;;;
24;online;apple-numbers;Apple Numbers;Numbers;topics/apple-numbers.svg;;126;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
25;online;asp-net;ASP.NET;ASP.NET;topics/asp-net.svg;;24;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
26;online;atlassian-confluence;Atlassian Confluence;Confluence;topics/atlassian-confluence.png;5;111;;;;;02.12.22 08:11;;24.02.23 09:53;2;;;;
27;online;atlassian-jira;Atlassian Jira;Jira;topics/atlassian-jira.svg;6;114;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
28;online;autodesk-3ds-max;Autodesk 3ds Max;3ds Max;topics/autodesk-3ds-max.png;;132;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
29;online;autodesk-autocad;Autodesk AutoCAD;AutoCAD;topics/autodesk-autocad.png;;11;;;;;02.12.22 08:11;;01.06.23 12:45;5;;;;"Du bist auf der Suche nach einer Schulung für Autodesk AutoCAD? Dann bist du hier genau richtig!

Autodesk AutoCAD ist eine professionelle Software zur Erstellung von technischen Zeichnungen und 3D-Modellen. Sie wird vor allem in den Bereichen Architektur, Bauwesen und Maschinenbau eingesetzt.

Autodesk AutoCAD Schulungen sind für alle geeignet, die sich weiterbilden und ihre Fähigkeiten in der Anwendung von Autodesk AutoCAD verbessern möchten. Egal, ob du erst anfängst oder bereits Erfahrungen mit der Software hast: Es gibt passende Schulungen für jeden Kenntnisstand.

Aber warum solltest du Autodesk AutoCAD lernen? Die Software ist ein unverzichtbares Werkzeug für viele Berufe und bietet zahlreiche Möglichkeiten, deine Karriere voranzutreiben. Mit Autodesk AutoCAD kannst du präzise technische Zeichnungen anfertigen und 3D-Modelle erstellen, die bei der Planung und Umsetzung von Bauprojekten unerlässlich sind.

Wir bieten Autodesk AutoCAD Schulungen in verschiedenen Formen an, damit du die für dich passende Wahl treffen kannst. Du kannst zum Beispiel an unseren Live-Online-Trainings teilnehmen, die von erfahrenen Profis geleitet werden. Diese Schulungen bieten den Vorteil, dass du von überall aus teilnehmen kannst und trotzdem live mit der Schulungsleitung und allen anderen Teilnehmenden interagieren kannst.

Wenn du lieber individuell geschult werden möchtest, bieten wir auch individuelle Autodesk AutoCAD Schulungen an. Diese sind perfekt, wenn du dich auf deine individuellen Bedürfnisse und Lernziele fokussieren möchtest. Unser Training passt sich ganz an deine Bedürfnisse an und wir gehen auf deine Fragen und Anliegen ein.

Egal, für welche Schulung du dich entscheidest – wir sind sicher, dass du mit unseren Autodesk AutoCAD Schulungen deine Fähigkeiten in der Anwendung der Software verbessern und dich für deine Karriere weiterbilden wirst."
30;online;autodesk-autocad-architecture;Autodesk AutoCAD Architecture;AutoCAD Architecture;topics/autodesk-autocad.png;;94;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
31;online;autodesk-autocad-civil-3d;Autodesk AutoCAD Civil 3D;Civil 3D;topics/autocad-civil.png;;131;;;;;02.12.22 08:11;;08.02.23 23:36;2;;;;
32;online;autodesk-autocad-lt;Autodesk AutoCAD LT;AutoCAD LT;topics/autodesk-autocad.png;;52;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
33;online;autodesk-autocad-map-3d;Autodesk AutoCAD Map 3D;AutoCAD Map 3D;topics/autodesk-autocad.png;;54;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
34;online;autodesk-autocad-mechanical-desktop;Autodesk AutoCAD Mechanical Desktop;AutoCAD Mechanical;topics/autodesk-autocad.png;;55;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
35;online;autodesk-inventor;Autodesk Inventor;Inventor;topics/autodesk-inventor.png;;56;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
36;online;aws;AWS;AWS;topics/aws.svg;7;15;;;;;02.12.22 08:11;;01.06.23 12:46;5;;;;"Du bist auf der Suche nach AWS Schulungen und möchtest wissen, was AWS eigentlich ist und warum es sich lohnt, eine Schulung in diesem Bereich zu machen? Dann bist du hier richtig!

AWS steht für Amazon Web Services – eine Sammlung von Cloud Computing Diensten, die von Amazon angeboten werden. Mit AWS können Unternehmen und Entwickler auf einfache Weise und ohne großen Aufwand Cloud Computing Dienste nutzen und dadurch ihre IT-Infrastruktur skalieren und optimieren. AWS bietet eine Vielzahl von Diensten an: von der Verwaltung von Datenbanken und dem Hosting von Websites bis hin zur Entwicklung von mobilen Anwendungen.

Eine AWS Schulung bietet dir die Möglichkeit, dich intensiv mit den verschiedenen Diensten von AWS auseinanderzusetzen und dein Wissen darüber zu vertiefen. Eine Schulung in AWS ist sinnvoll, wenn du dich für die Cloud Computing Technologie interessierst oder bereits in einem Job tätig bist, der mit AWS zu tun hat. Sie verbessert deine Fähigkeiten im Umgang mit AWS und qualifiziert dich für neue Herausforderungen und Aufgaben in deinem Beruf.

Es gibt verschiedene Möglichkeiten, an einer AWS Schulung teilzunehmen. Du kannst an einer Schulung vor Ort oder online an einer Schulung teilnehmen. Auch individuelle Schulungen sind möglich, bei denen du die Inhalte der Schulung ganz auf deine Bedürfnisse und Lernziele anpassen kannst.

Insgesamt bietet eine Schulung in AWS viele Vorteile. Du lernst die verschiedenen Dienste von AWS kennen und kannst sie anschließend gezielt einsetzen, um deine IT-Infrastruktur zu optimieren und deine Fähigkeiten im Umgang mit der Cloud Computing Technologie zu verbessern. Auch für deine Karriere bietet eine Schulung in AWS viele Möglichkeiten, da immer mehr Unternehmen auf Cloud Computing setzen und daher Mitarbeiter mit entsprechenden Fähigkeiten suchen."
38;online;blender;Blender;Blender;topics/blender.svg;;51;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
39;online;blockchain;Blockchain;Blockchain;topics/blockchain.svg;;41;;;;;02.12.22 08:11;;08.02.23 20:11;2;;;;
40;online;bpmn-2;BPMN 2.0;BPMN;topics/bpmn.svg;;45;;;;;02.12.22 08:11;;08.02.23 23:19;2;;;;
41;online;c-sharp;C#;C#;topics/c-sharp.svg;;19;;;;;02.12.22 08:11;;01.06.23 12:47;5;;;;"Berufliche Weiterentwicklung ist heute fundamental. Moderne Software und Medien beschleunigen das Berufsleben. Es ist deshalb wichtig, sich beruflich stets weiter zu qualifizieren.

Dabei spielen Programmiersprachen wie C# eine wichtige Rolle. C# ist ein Produkt von Microsoft, fast überall einsetzbar und gefragt. Mit dieser Programmiersprache lassen sich Anwendungen entwickeln, die auf verschiedene Datenbanken und Systeme zugreifen können. Beispiele hierfür sind unternehmensinterne Programme, die miteinander verknüpft sind. Eine Weiterbildung lohnt sich, da die Anforderungen stetig wachsen und somit immer mehr Fachkräfte benötigt werden.

Für wen eignet sich das C#-Training?

Du entwickelst schon seit Jahren mit C# und hast trotzdem das Gefühl, nicht in allen Bereichen optimal voranzukommen? Wir zeigen dir neue C#-Seiten und helfen dir dabei, deinen C#-Kenntnissen den letzten Schliff zu geben.

In diesem C#-Lernprogramm werden dir die fortgeschrittenen Konzepte und Sprachelemente von C# vorgestellt. Dazu gehören neben einem tieferen Verständnis generischer Typen auch beliebte Techniken wie Multithreading, die Task Parallel Library (TPL) und Reflection.

Dieser Microsoft C#-Kurs basiert auf Visual Studio 2022, C# 11.0 und .NET 7.0, ist aber gleichermaßen für Vorgängerversionen geeignet. Der Kurs eignet sich für erfahrene Softwarearchitekten und Softwareentwickler, die über Grundkenntnisse in C# verfügen oder von einer anderen objektorientierten Programmiersprache wechseln.

Ziele der C#-Schulung

In den letzten Jahren hat sich ihr Anwendungsbereich von C# erheblich um folgende Bereiche erweitert:

• mobile Anwendungen: .NET Core für plattformübergreifende Apps unter Linux, Windows und macOS

• Webanwendungen: die Microsoft Visual Studio-Entwicklungsumgebung unterstützt all diese Verwendungen.

Diese Vielseitigkeit und die klaren Sprachkonzepte haben C# zu einer der beliebtesten Sprachen gemacht. Auch in technischen Anwendungen wird sie immer häufiger eingesetzt und spielt es eine wichtige Rolle.

In dieser Schulung lernst du, wie du zentrale Sprachkonzepte und -elemente für C#-, Windows- und .NET Core-Programme entwickeln und effektiv einsetzen kannst."
42;online;c-plus-plus;C++;C++;topics/c-plus-plus.svg;;13;;;;;02.12.22 08:11;;01.06.23 12:46;5;;;;"Die C++ Schulung richtet sich an Softwareentwickler, die qualitativ hochwertige Software mit maximaler Performance und einer intuitiven Oberfläche entwickeln wollen. Danach programmierst du spürbar effizienter. Deine Programme sind vielseitiger und deine Geräte werden so effizient wie möglich genutzt. Du lernst, deine Programme noch einfacher und übersichtlicher zu strukturieren und damit wartbar und leichter lesbar zu machen.

C++ Programmierschulungen und kompetente Kurse

Die wichtigsten Dienste, die du täglich verwendest, basieren auf C++. Von deinem Mobiltelefon über dein Auto bis hin zu Industrie- und Kommunikationsinfrastruktur, alles enthält C++ Komponenten. C++-Dienste und mbox{Anwendungen} sind in der heutigen Gesellschaft allgegenwärtig. Der Grund ist einfach. Die Sprache C++ hat sich mit ihren Anforderungen weiterentwickelt und ist in vielerlei Hinsicht führend in Programmiereffizienz und Produktivität. Beide Eigenschaften machen es zur Sprache der Wahl für Anwendungen, die skalierbar sein müssen.

Wie keine andere Sprache erkundet C++ das gesamte Spektrum von der Hardwareprogrammierung einerseits bis zur abstrakten High-Level-Programmierung andererseits. Low-Level-Programmierung – zum Beispiel benutzerdefinierte Speicherverwaltung – ermöglicht es dir als Programmierer zu verstehen, was zur Laufzeit tatsächlich passiert. Dies wiederum hilft dir, das Verhalten von Programmen in anderen Sprachen zu verstehen. In C++ kannst du äußerst effiziente Programme schreiben, die nur unwesentlich schneller sind als der Maschinensprachencode, der einen vielfach höheren Entwicklungsaufwand erfordert.

C++ Kurse, um auf dem neuesten Stand zu bleiben

Softwareentwickler müssen immer auf dem neusten Stand der Technik sein, um den gewünschten beruflichen Erfolg zu erzielen. Neue Anwendungsskripte und Programmierbibliotheken auf Basis von C++ oder C erfordern eine gewisse Vertrautheit. Da C++ als schwer zu beherrschende und sehr große Sprache gilt, ist professionelle Hilfe fast unerlässlich. Wer eine Programmiersprache beherrscht, benötigt oft spezifische Anleitungen für sein jeweiliges Anwendungsgebiet. C++ wird unter anderem in virtuellen Maschinen, der Treiberprogrammierung und eingebetteten Systemen verwendet."
43;online;contao;Contao;Conta;topics/contao.svg;;104;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
44;online;corel-designer;Corel DESIGNER;Corel DESIGNER;topics/corel-designer.svg;;145;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
45;online;corel-photo-paint;Corel PHOTO-PAINT;PHOTO-PAINT;topics/corel-photo-paint.svg;;57;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
46;online;coreldraw;CorelDRAW;CorelDRAW;topics/corel-draw.svg;;116;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
47;online;crystal-reports;Crystal Reports;Crystal Reports;topics/crystal-reports.png;;143;;;;;02.12.22 08:11;;08.02.23 23:44;2;;;;
48;online;css;CSS;CSS;topics/css.svg;;66;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
49;online;d3-js;D3.js;D3.js;topics/d3-js.svg;;61;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
50;online;design-thinking;Design Thinking;Design Thinking;topics/design-thinking.svg;;53;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
51;online;docker;Docker;Docker;topics/docker.svg;8;101;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
52;online;drupal;Drupal;Drupal;topics/drupal.svg;;155;;;;;02.12.22 08:11;;08.02.23 23:05;2;;;;
53;online;dsgvo;DSGVO;DGSVO;topics/dsgvo.svg;;50;;;;;02.12.22 08:11;;08.02.23 22:36;2;;;;
54;online;facebook;Facebook;Facebook;topics/facebook.svg;;48;;;;;02.12.22 08:11;;23.02.23 18:06;2;;;;
55;online;final-cut-pro;Final Cut Pro;Final Cut;topics/final-cut-pro.png;;134;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
56;online;gimp;Gimp;Gimp;topics/gimp.svg;;142;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
57;online;gis;GIS;GIS;topics/geoinformationssysteme.svg;;63;;;;;02.12.22 08:11;;08.02.23 22:33;2;;;;
58;online;git;Git;Git;topics/git.svg;;27;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
59;online;go-golang;Go/Golang;Go;topics/go-golang.svg;;30;;;;;02.12.22 08:11;;08.02.23 23:15;2;;;;
60;online;google-ads;Google Ads;Google Ads;topics/google-ads.svg;;36;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
61;online;google-analytics;Google Analytics;Analytics;topics/google-analytics.svg;;38;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
62;online;google-workspace;Google Workspace;Workspace;topics/google-workspace.svg;9;133;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
63;online;graphisoft-archicad;Graphisoft ARCHICAD;ARCHICAD;topics/graphisoft-archicad.png;;64;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
64;online;html;HTML;HTML;topics/html.svg;;12;;;;;02.12.22 08:11;;01.06.23 12:45;5;;;;"Das Kürzel HTML steht für Hypertext Markup Language und ist eine Auszeichnungssprache, die im Internet Verwendung findet. HTML dient dazu, Webseiten strukturiert in einem Browser anzuzeigen. Damit ist es möglich, Tabellen darzustellen, Überschriften zu kennzeichnen oder Aufzählungen zu kreieren. In unserem HTML-Kurs lernst du, wie du HTML richtig anwendest und schreibst. 

Unsere Schulungen eignen sich zum Einstieg in HTML und für Fortgeschrittene. Für den Start in HTML bieten wir dir Kurse an, in denen du die Grundkenntnisse dieser Auszeichnungssprache erwirbst. Dazu zählen beispielsweise Listenformatierungen, Erstellung von Überschriften und die Semantik von HTML. 

In den Schulungen für Fortgeschrittene haben wir ein Live-Online-Training, in dem du bestimmte Feinheiten der HTML-Technik erlernst. Hier erfährst du, wie man Websites für mobile Endgeräte optimiert oder wie man HTML mit CSS am besten kombiniert. 

Wenn du dich für eine Weiterbildung interessierst, kannst du online ein spezielles Training in Anspruch nehmen. Hier siehst du live, welche Extras HTML5 bietet und vieles mehr. Wenn du unsere Spezial-Trainings durchsuchst, findest du sicherlich den für dich passenden Kurs. Außerdem bieten wir dir die Gelegenheit, individuelle Schulungen oder Kurse zu buchen. In diesem Fall hast du die Möglichkeit, die Termine, den genauen Inhalt und die Dauer der Kurse selbst festzulegen.

Individuelle Weiterbildungen haben den Vorteil, dass hier ein persönlicher Coach für dich zur Verfügung steht. Somit kannst du gezielt jene Lerninhalte auswählen, die gerade für dich und deine Anforderungen am besten geeignet sind. Bei uns genießt du jedenfalls eine Qualitätsgarantie, eine Zufriedenheitsgarantie und eine Durchführungsgarantie. Melde dich daher jetzt bei uns!"
65;online;ibm-spss-statistics;IBM SPSS Statistics;IBM SPSS;topics/ibm-spss-statistics.svg;;59;;;;;02.12.22 08:11;;02.12.22 07:11;;;;;
